,BNF_code,NAME,UNII_drugbank
2092,0902022F0,Dextran 70 I.V.I. In Sodium Chloride                        ,[]
2093,0902022G0,Dextran 110 I.V.I. In Sodium Chloride                       ,[]
2094,0902022H0,Dextran 40 I.V.I. In Sodium Chloride                        ,[]
2095,0902022I0,Gelatin                                                     ,[]
2096,0902022J0,Dextran 40 I.V.I. In Glucose                                ,[]
2097,0902022K0,Hetastarch                                                  ,[]
2098,0902022L0,Pentastarch                                                 ,[]
2099,0903000P0,Intravenous Nutrition Supplements                           ,[]
2100,090300000,Other Intravenous Nutrition Preps                           ,[]
2101,0904010AA,Gluten Free/Wheat Free Mixes                                ,[]
2102,0904010AB,Gluten Free/Wheat Free Cooking Aids                         ,[]
2103,0904010AC,Gluten Free/Wheat Free Cereals                              ,[]
2104,0904010AD,Gluten Free/Wheat Free Cakes/Pastries                       ,[]
2105,0904010AE,Gluten Free/Low Protein Cereals                             ,[]
2106,0904010AF,Gluten Free/Low Protein Sweet/Savoury                       ,[]
2107,0904010AG,Gluten Free/Wheat Free Meals                                ,[]
2108,0904010AH,Gluten Free/Wheat Free/Low Protein Pasta                    ,[]
2109,0904010AI,Gluten Free/Wheat Free/Low Protein Bisc                     ,[]
2110,0904010AJ,Gluten Free/Wheat Free/Low Protein Mixes                    ,[]
2111,0904010AK,G/F /W/F /L/P Cooking Aids                                  ,[]
2112,0904010AL,Low Protein Meals                                           ,[]
2113,0904010AM,Low Protein Desserts                                        ,[]
2114,0904010AN,Low Protein Miscellaneous                                   ,[]
2115,0904010AP,Low Protein Cereals                                         ,[]
2116,0904010AQ,Low Protein Pasta                                           ,[]
2117,0904010AR,Low Protein Cooking Aids                                    ,[]
2118,0904010AS,Low Protein Cakes                                           ,[]
2119,0904010AT,Low Protein Snacks                                          ,[]
2120,0904010AU,Gluten Free/Wheat Free Snacks                               ,[]
2121,0904010AV,Wheat Free Cakes/Pastries                                   ,[]
2122,0904010A0,Gluten Free/Wheat Free Biscuits                             ,[]
2123,0904010B0,Anhydrous Glucose                                           ,[]
2124,0904010C0,B-Galactosidase                                             ,[]
2125,0904010D0,Maize (Corn)                                                ,[]
2126,0904010E0,Gluten Free/Low Protein Mixes                               ,[]
2127,0904010F0,Gluten Free/Low Protein Bread                               ,[]
2128,0904010G0,Fructose                                                    ,WR469VI1J3
2129,0904010H0,Gluten Free Bread                                           ,[]
2130,0904010I0,Gluten Free Biscuits                                        ,[]
2131,0904010J0,Gluten Free Grains/Flours                                   ,[]
2132,0904010K0,Glucose                                                     ,[]
2133,0904010L0,Gluten Free Cakes/Pastries                                  ,[]
2134,0904010M0,Gluten Free Cooking Aids                                    ,[]
2135,0904010N0,Gluten Free Cereals                                         ,[]
2136,0904010P0,Sunflower                                                   ,[]
2137,0904010Q0,Gluten Free Pasta                                           ,[]
2138,0904010R0,Diabetic                                                    ,[]
2139,0904010S0,Gluten Free/Wheat Free Sweet/Savoury                        ,[]
2140,0904010T0,Gluten Free/Low Protein Pasta                               ,[]
2141,0904010U0,Gluten Free/Wheat Free Bread                                ,[]
2142,0904010V0,Gluten Free/Low Protein Grains/Flours                       ,[]
2143,0904010W0,Low Protein Biscuits                                        ,[]
2144,0904010X0,Low Protein Bread                                           ,[]
2145,0904010Y0,Low Sodium Bread                                            ,[]
2146,0904010Z0,Gluten Free/Low Protein Biscuits                            ,[]
2147,090401000,Other Food For Special Diet Preps                           ,[]
2148,090401010,Low Protein Mixes                                           ,[]
2149,090401020,Low Protein Grains/Flours                                   ,[]
2150,090401030,Gluten Free Mixes                                           ,[]
2151,090401040,Gluten Free/Low Protein Cakes/Pastries                      ,[]
2152,090401050,Gluten Free/Low Protein Cooking Aids                        ,[]
2153,090401060,Gluten Free/Low Protein Meals                               ,[]
2154,090401070,Gluten Free/Wheat Free Grains/Flours                        ,[]
2155,090401080,Gluten Free/Wheat Free Pasta                                ,[]
2156,090401090,Maltodextrin                                                ,[]
2157,090402000,Enteral Nutrition                                           ,[]
2158,0905011B0,Calcium Chloride                                            ,SY7Q814VUP
2159,0905011D0,Calcium Carbonate                                           ,SY7Q814VUP
2160,0905011E0,Calcium Citrate                                             ,86117BWO7P
2161,0905011H0,Calcium Glubionate                                          ,93H20IU3DN
2162,0905011K0,Calcium Gluconate                                           ,SQE6VB453K
2163,0905011R0,Calcium Lactate                                             ,2URQ2N32W3
2164,0905011U0,Calcium Phosphate                                           ,K4C08XP666
2165,0905011Z0,Hydroxyapatite                                              ,[]
2166,090501100,Other Calcium Supplement Preps                              ,SY7Q814VUP
2167,0905012C0,Sodium Cellulose Phosphate                                  ,E6S1NJ4Y5Q
2168,0905012H0,Trisodium Edetate                                           ,[]
2169,0905012I0,Cinacalcet Hydrochloride                                    ,UAZ6V7728S
2170,0905013A0,Magnesium Aspartate                                         ,R17X820ROL
2171,0905013B0,Magnesium Gluconate                                         ,T42NAD2KHC
2172,0905013D0,Magnesium Chloride                                          ,59XN63C8VM
2173,0905013F0,Magnesium Citrate                                           ,RHO26O1T9V
2174,0905013G0,Magnesium Glycerophosphate                                  ,[]
2175,0905013M0,Magnesium Orotate                                           ,GI96W46M5A
2176,0905013N0,Magnesium Sulfate                                           ,ML30MJ2U7I
2177,0905013P0,Magnesium Lactate                                           ,MT6QI8324A
